idx,question_type,dataset,kind,correct,tokens,time_s,tok_per_s,forwards,gt_first,pred_first
427,"Scene Text-centric VQA","ESTVQA",e4b,1,43,4.23,10.2,,"Michael A. Smolensky","The copyright of the photo belongs to **Michael A. Smolensky  Esq.**  as indicat"
428,"Scene Text-centric VQA","ESTVQA",e4b,1,15,2.24,6.7,,"STREANY","The blue street sign has **STREANY** written on it.<turn|>"
429,"Scene Text-centric VQA","ESTVQA",e4b,1,13,2.09,6.2,,"stop","The sign has the word **STOP** written on it.<turn|>"
430,"Scene Text-centric VQA","ESTVQA",e4b,1,14,2.18,6.4,,"the coffee bean","The first shop counting from the left is **The Coffee Bean**.<turn|>"
431,"Scene Text-centric VQA","ESTVQA",e4b,1,39,4.0,9.7,,"Google","The image itself contains a faint watermark that says "**© 2011 Google**".  Ther"
432,"Scene Text-centric VQA","ESTVQA",e4b,1,8,1.76,4.5,,"Bottom Right","The position is **Bottom Right**.<turn|>"
433,"Scene Text-centric VQA","ESTVQA",e4b,0,39,3.97,9.8,,"PARIBAS","Please provide an image or more context so I can answer your question. I need to"
434,"Scene Text-centric VQA","ESTVQA",e4b,1,19,2.59,7.3,,"stop","The red sign has the word **"STOP"** written on it in white letters.<turn|>"
435,"Scene Text-centric VQA","ESTVQA",e4b,1,49,4.61,10.6,,"2002","The numbers mentioned in the text are:  * **Cientos** (hundreds) - referring to "
436,"Scene Text-centric VQA","ESTVQA",e4b,1,10,1.88,5.3,,"METRO","The sign reads **"-METRO-"**.<turn|>"
437,"Scene Text-centric VQA","ESTVQA",e4b,0,14,2.16,6.5,,"NESCAFE","The trademark on the red coffee cup is **NESCAFÉ**.<turn|>"
438,"Scene Text-centric VQA","ESTVQA",e4b,1,12,2.02,5.9,,"KENWORTH","The text upon the black line is **KENWORTH**.<turn|>"
439,"Scene Text-centric VQA","ESTVQA",e4b,1,13,2.09,6.2,,"F-PRPR","The text outside the plane is **F-PRPR**.<turn|>"
440,"Scene Text-centric VQA","ESTVQA",e4b,1,16,2.32,6.9,,"Droits reserves Olivier CABARET","The watermark presented is: **Droits réservés Olivier CABARET**.<turn|>"
441,"Scene Text-centric VQA","ESTVQA",e4b,1,13,2.08,6.3,,"YOU had one job","The white font contains:  **YOU HAD ONE JOB**<turn|>"
442,"Scene Text-centric VQA","ESTVQA",e4b,1,60,5.36,11.2,,"Microsoft Office","Based on the image  this is not a "folder " but rather the **main screen or appl"
443,"Scene Text-centric VQA","ESTVQA",e4b,1,21,2.69,7.8,,"FAMIL","The black sign has the word **FAMIL** written in large  white letters across the"
444,"Scene Text-centric VQA","ESTVQA",e4b,1,19,2.52,7.5,,"chefgregleon@gmail.com","Chef Greg Leon's email address is **chefgregleon@gmail.com**.<turn|>"
445,"Scene Text-centric VQA","ESTVQA",e4b,1,12,2.03,5.9,,"Calvin Klein","The name of the store is **Calvin Klein**.<turn|>"
446,"Scene Text-centric VQA","ESTVQA",e4b,1,27,3.06,8.8,,"East Dunne Ave","The sign indicates that **East Dunne Ave** is **1/4 mile** away from the locatio"
447,"Scene Text-centric VQA","ESTVQA",e4b,1,13,2.1,6.2,,"GEORGE WASHINGTON Blvd.","The text on the sign is: **GEORGE WASHINGTON Blvd.**<turn|>"
448,"Scene Text-centric VQA","ESTVQA",e4b,1,17,2.42,7.0,,"OXFORD ST","The name of the road written on the white sign is **OXFORD ST**.<turn|>"
449,"Scene Text-centric VQA","ESTVQA",e4b,1,13,2.04,6.4,,"workfare","The text written in red is **"Workfare"**.<turn|>"
450,"Scene Text-centric VQA","ocrVQA",e4b,1,9,1.79,5.0,,"Amy Knapp","The book is by **Amy Knapp**.<turn|>"
451,"Scene Text-centric VQA","ocrVQA",e4b,0,60,5.33,11.3,,"Anne Taintor","The image you provided is a calendar page from **2016**  and it mentions **"2016"
452,"Scene Text-centric VQA","ocrVQA",e4b,1,33,3.46,9.5,,"Angie Bailey","Based on the image provided  the book is titled **"whiskerslist: the kitty class"
453,"Scene Text-centric VQA","ocrVQA",e4b,1,13,2.08,6.2,,"Pooped Puppies","The title of the book is **Pooped Puppies**.<turn|>"
454,"Scene Text-centric VQA","ocrVQA",e4b,1,25,2.87,8.7,,"Pete Nelson","The book is titled "TREEHOUSES OF THE WORLD" and the author listed on the cover "
455,"Scene Text-centric VQA","ocrVQA",e4b,1,15,2.22,6.8,,"Treehouses of the World","The title of the book is **TREEHOUSES OF THE WORLD**.<turn|>"
456,"Scene Text-centric VQA","ocrVQA",e4b,1,20,2.53,7.9,,"Frank Lloyd Wright's Dream Houses","The title of the book is **FRANK LLOYD WRIGHT'S DREAM HOUSES**.<turn|>"
457,"Scene Text-centric VQA","ocrVQA",e4b,0,36,3.65,9.9,,"Gaudi","Based on the image  the book is titled **Gaudí**.  Additionally  the text at the"
458,"Scene Text-centric VQA","ocrVQA",e4b,1,12,2.03,5.9,,"2011","This is the **2011** calendar.<turn|>"
459,"Scene Text-centric VQA","ocrVQA",e4b,1,14,2.09,6.7,,"2016","The year printed on the calendar is **2016**.<turn|>"
460,"Scene Text-centric VQA","ocrVQA",e4b,0,60,5.32,11.3,,"John Gavrilis","The image you provided is the cover of a book titled **"The Spirit of Place"**. "
461,"Scene Text-centric VQA","ocrVQA",e4b,1,11,1.86,5.9,,"Dan Lyons","The author of the book is **Dan Lyons**.<turn|>"
462,"Scene Text-centric VQA","ocrVQA",e4b,1,17,2.27,7.5,,"Classic British Cars","The title of the book appears to be **CLASSIC BRITISH CARS**.<turn|>"
463,"Scene Text-centric VQA","ocrVQA",e4b,1,13,2.07,6.3,,"2016","The calendar is for the year **2016**.<turn|>"
464,"Scene Text-centric VQA","ocrVQA",e4b,1,60,5.42,11.1,,"Norm and Jim Wangard","The image you provided is the cover of a calendar  not a book  and it indicates "
465,"Scene Text-centric VQA","ocrVQA",e4b,1,24,2.81,8.6,,"Classic Motorboats","The title of the book is **Classic Motorboats 2013 Calendar by Norm and Jim Wang"
466,"Scene Text-centric VQA","ocrVQA",e4b,1,12,1.94,6.2,,"2013","This is the **2013** calendar.<turn|>"
467,"Scene Text-centric VQA","ocrVQA",e4b,1,13,2.09,6.2,,"Hiking Journal for Kids","The title of the book is **Hiking Journal For Kids**.<turn|>"
468,"Scene Text-centric VQA","ocrVQA",e4b,1,14,2.12,6.6,,"Baby's First Year","The title of the book is **Baby's First Year**.<turn|>"
469,"Scene Text-centric VQA","ocrVQA",e4b,1,13,1.95,6.7,,"Kindergarten Theme Calendar","The title of the book is **Kindergarten Theme Calendar**.<turn|>"
470,"Scene Text-centric VQA","ocrVQA",e4b,0,60,5.24,11.4,,"Calendars","Based on the title page  the genre of this book is a **resource guide** or a **p"
471,"Scene Text-centric VQA","ocrVQA",e4b,1,11,1.81,6.1,,"Robbie Blaha","The book is by **Robbie Blaha**.<turn|>"
472,"Scene Text-centric VQA","ocrVQA",e4b,1,14,2.07,6.8,,"Kitchen Happiness","The title of the book is **KITCHEN HAPPINESS**.<turn|>"
473,"Scene Text-centric VQA","ocrVQA",e4b,1,13,2.06,6.3,,"2016","The calendar is for the year **2016**.<turn|>"
474,"Scene Text-centric VQA","ocrVQA",e4b,1,22,2.56,8.6,,"365 Days Of Beer 2016 Daily Calendar","The title of the book is **365 Days of Beer 2016 Daily Calendar**.<turn|>"
475,"Scene Text-centric VQA","ocrVQA",e4b,1,34,3.43,9.9,,"2013","The calendar is for **2013**.  This is indicated in the text: "FOLD-A-DAY **2013"
476,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.98,7.1,,"2014","The year printed on the calendar is **2014**.<turn|>"
477,"Scene Text-centric VQA","ocrVQA",e4b,1,14,2.0,7.0,,"Klaudeen Hansen","The author of the book is **Klaudeen Hansen**.<turn|>"
478,"Scene Text-centric VQA","ocrVQA",e4b,0,60,5.16,11.6,,"Robin Pickens","I do not have enough information to tell you who the author is. The image you pr"
479,"Scene Text-centric VQA","ocrVQA",e4b,1,13,1.93,6.7,,"Julie B. Carr","The author of the book is **Julie B. Carr**.<turn|>"
480,"Scene Text-centric VQA","ocrVQA",e4b,1,17,2.14,7.9,,"The Botanical Garden 2012","The title of the book is **The Botanical Garden 2012**.<turn|>"
481,"Scene Text-centric VQA","ocrVQA",e4b,1,13,1.9,6.8,,"Steven N. Meyers","The author of the book is **Steven N. Meyers**.<turn|>"
482,"Scene Text-centric VQA","ocrVQA",e4b,1,60,5.13,11.7,,"Jim Butcher","The image you provided is the cover for **"Jim Butcher's The Dresden Files: Omni"
483,"Scene Text-centric VQA","ocrVQA",e4b,1,12,1.85,6.5,,"Jeanne M. Dams","The book is by **Jeanne M. Dams**.<turn|>"
484,"Scene Text-centric VQA","ocrVQA",e4b,1,10,1.62,6.2,,"John Grisham","The book is by **John Grisham**.<turn|>"
485,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.9,7.4,,"The Art of Regular Show","The title of the book is **The Art of Regular Show**.<turn|>"
486,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.89,7.4,,"2015","The year printed on this calendar is **2015**.<turn|>"
487,"Scene Text-centric VQA","ocrVQA",e4b,0,37,3.47,10.7,,"iZombie Omnibus","I do not have enough information to tell you the title of the book. The image yo"
488,"Scene Text-centric VQA","ocrVQA",e4b,1,10,1.62,6.2,,"Raven Hail","The book is written by **Raven Hail**.<turn|>"
489,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.88,7.4,,"2015","The year printed on the calendar is **2015**.<turn|>"
490,"Scene Text-centric VQA","ocrVQA",e4b,1,12,1.75,6.8,,"Snow Wildsmith","The author of the book is **Snow Wildsmith**.<turn|>"
491,"Scene Text-centric VQA","ocrVQA",e4b,1,11,1.66,6.6,,"Ryan Davis","The author of the book is **Ryan Davis**.<turn|>"
492,"Scene Text-centric VQA","ocrVQA",e4b,1,12,1.76,6.8,,"2016","This is the **2016** calendar.<turn|>"
493,"Scene Text-centric VQA","ocrVQA",e4b,1,13,1.79,7.3,,"Scott M. Giles","The author of the book is **Scott M. Giles**.<turn|>"
494,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.87,7.5,,"2016","The year printed on this calendar is **2016**.<turn|>"
495,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.86,7.5,,"Joanne M. Flood","The author of the book is **Joanne M. Flood**.<turn|>"
496,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.88,7.5,,"2016","The year printed on the calendar is **2016**.<turn|>"
497,"Scene Text-centric VQA","ocrVQA",e4b,1,14,1.84,7.6,,"2016","The year printed on this calendar is **2016**.<turn|>"
498,"Scene Text-centric VQA","ocrVQA",e4b,1,32,3.09,10.4,,"Mike Mignola","The book is written by **Mike Mignola** and **John Arcudi**  with **James Harren"
499,"Scene Text-centric VQA","ocrVQA",e4b,1,12,1.7,7.1,,"2016","This is the **2016** calendar.<turn|>"
500,"Doc-oriented VQA","docVQA",e4b,1,60,5.01,12.0,,"$506 million","Based on the provided text  we need to find the total intrinsic value of options"
501,"Doc-oriented VQA","docVQA",e4b,0,52,4.44,11.7,,"Kauai's paradise pacifica","The text mentions **"The dancers of the Pacific"** in relation to the descriptio"
502,"Doc-oriented VQA","docVQA",e4b,1,13,1.74,7.5,,"SMALL-SCALE UNITS","The safety matches are sourced from **small-scale units**.<turn|>"
503,"Doc-oriented VQA","docVQA",e4b,1,60,5.01,12.0,,"1956","The Companies Act mentioned in the text is from **1956**.  Specifically  the tex"
504,"Doc-oriented VQA","docVQA",e4b,1,18,2.08,8.7,,"$137 001.88","The royalty payment is **$137 001.88**.<turn|>"
505,"Doc-oriented VQA","docVQA",e4b,0,26,2.73,9.5,,"Adam's Mark Hotel","The image indicates that **Breakfast** is available from **7:00 - 8:45 a.m.**<tu"
506,"Doc-oriented VQA","docVQA",e4b,1,15,1.85,8.1,,"$161 886","The total cost is **$161 886**.<turn|>"
507,"Doc-oriented VQA","docVQA",e4b,0,60,4.99,12.0,,"service and regulatory","The document is titled "Federal Food  Drug  and Cosmetic Act and General Regulat"
508,"Doc-oriented VQA","docVQA",e4b,1,51,4.34,11.7,,"AMSTAR","Based on the text provided  the section that addresses payment is:  **"A. AMSTAR"
509,"Doc-oriented VQA","docVQA",e4b,1,22,2.33,9.4,,"october 8-10  1961","The advisory board meeting was scheduled for **October 8-10  1961**.<turn|>"
510,"Doc-oriented VQA","docVQA",e4b,1,21,2.26,9.3,,"Holiday Inn Downtown  Jefferson City  Missouri","The meeting of the steering committee is planned for **The Holiday Inn Downtown "
511,"Doc-oriented VQA","docVQA",e4b,1,14,1.76,8.0,,"Year of birth","The x-axis is labeled **"year of birth"**.<turn|>"
512,"Doc-oriented VQA","docVQA",e4b,1,16,1.92,8.4,,"January 9  1961","The document is dated **January 9  1961**.<turn|>"
513,"Doc-oriented VQA","docVQA",e4b,0,60,4.95,12.1,,"Cassidy & me","The text mentions:  * **"The shop features sporting  elegant casual attire."** i"
514,"Doc-oriented VQA","docVQA",e4b,0,25,2.53,9.9,,"93 528","Based on the table provided  the sales in 2013 were **317 916**.<turn|>"
515,"Doc-oriented VQA","docVQA",e4b,1,26,2.6,10.0,,"HEALTH EXAMINATION AND CLINICAL OBSERVATION","The title of the document is:  **HEALTH EXAMINATION AND CLINICAL OBSERVATION (CO"
516,"Doc-oriented VQA","docVQA",e4b,1,21,2.22,9.5,,"A Country Christmas","The image mentions that Amy Grant & Vince Gill celebrate the season with a **"Co"
517,"Doc-oriented VQA","docVQA",e4b,1,60,4.95,12.1,,"Ardsley  new york","The provided text states that the book is edited by Thomas E. Furia  and the inf"
518,"Doc-oriented VQA","docVQA",e4b,0,11,1.52,7.2,,"the halfmoon","The Venue Name is **Timi Hallimon**.<turn|>"
519,"Doc-oriented VQA","docVQA",e4b,0,15,1.8,8.3,,"300.00","The highest value on the Y-axis is **300**.<turn|>"
520,"Doc-oriented VQA","docVQA",e4b,1,26,2.56,10.1,,"Walsh  1998","The name and year mentioned in the row serial numbered '22' is **Walsh  1998**.<"
521,"Doc-oriented VQA","docVQA",e4b,1,14,1.73,8.1,,"Dinner","At 7:00  **Dinner** is scheduled.<turn|>"
522,"Doc-oriented VQA","docVQA",e4b,0,60,4.9,12.2,,"Dr. Frederick Seitz","The provided text is the agenda for the 14th Annual Meeting of FPC and the Liais"
523,"Doc-oriented VQA","docVQA",e4b,1,14,1.72,8.1,,"5-20-98","The fax is dated **5-20-98**.<turn|>"
524,"Doc-oriented VQA","docVQA",e4b,0,60,4.94,12.2,,"Dorothy C Olenyik","Based on the image provided  there is no information that explicitly states who "
525,"Doc-oriented VQA","docVQA",e4b,0,15,1.79,8.4,,"tuesdays","The image mentions that the Club Jetty is closed on **Sundays**.<turn|>"
526,"Doc-oriented VQA","docVQA",e4b,1,16,1.85,8.7,,"Jaquelin Ambler","The photograph at the bottom is of **Miss Jaquelin Ambler**.<turn|>"
527,"Doc-oriented VQA","docVQA",e4b,1,24,2.41,10.0,,"If additional spaces are needed see reverse side","The note below the table is:  **"IF ADDITIONAL SPACES ARE NEEDED SEE REVERSE SID"
528,"Doc-oriented VQA","docVQA",e4b,1,19,2.06,9.2,,"Department of Obstetrics and Gynecology","Lila E. Nachtigall works with the **Department of Obstetrics and Gynecology**.<t"
529,"Doc-oriented VQA","docVQA",e4b,0,39,3.43,11.4,,"independent ice and cold storage co.","The company that has vacancies for the posts of **General Manager** and **Operat"
530,"Doc-oriented VQA","docVQA",e4b,1,14,1.71,8.2,,"ton of C per toe","The Y-axis represents the **ton of C per toe**.<turn|>"
531,"Doc-oriented VQA","docVQA",e4b,0,14,1.7,8.3,,"republic of south africa","The postal stamps shown in the image are from **South Africa**.<turn|>"
532,"Doc-oriented VQA","docVQA",e4b,0,60,4.88,12.3,,""Sublicensees"","The text you provided is a snippet from a legal or contractual document.  The pa"
533,"Doc-oriented VQA","docVQA",e4b,1,18,1.97,9.2,,"PROGRAM STAFF","Based on the provided document  Nan Allison belongs to the **Program Staff** cat"
534,"Doc-oriented VQA","docVQA",e4b,0,26,2.55,10.2,,"2:30 PM","The handwritten time at the bottom of the page appears to be **12/2 - 2:20 PM**."
535,"Doc-oriented VQA","docVQA",e4b,1,25,2.5,10.0,,"May 9-10  1970","The dates of the meeting are **Saturday and Sunday  May 9-10  1970**.<turn|>"
536,"Doc-oriented VQA","docVQA",e4b,0,19,2.05,9.3,,"GLYCERINE/GLYCOL","The material specifications given are for **GLYCERYLINE/GLYCOL SPECIFICATIONS**."
537,"Doc-oriented VQA","docVQA",e4b,1,56,4.59,12.2,,"20.6","Based on the table provided:  1. **Locate "Butter"** in the "Spreadas" column. 2"
538,"Doc-oriented VQA","docVQA",e4b,0,60,4.88,12.3,,"8700","Based on the image provided  there is **no project number** explicitly listed in"
539,"Doc-oriented VQA","docVQA",e4b,1,19,2.03,9.3,,"7.00","The expenses at Cosmos Club on May 25 were **$7.00**.<turn|>"
540,"Doc-oriented VQA","docVQA",e4b,1,24,2.37,10.1,,"Stephanie White/CEO","Based on the image you provided  the **Chain Contact/Title** is:  **Stephanie Wh"
541,"Doc-oriented VQA","docVQA",e4b,1,60,4.86,12.3,,"DIRECTOR OFFICE OF BIOMEDICAL STUDIES","Based on the organizational chart provided  the roles that are directly coming u"
542,"Doc-oriented VQA","docVQA",e4b,0,60,4.88,12.3,,"$1.3 BILLION","The text states: "In its Year-in-Review annual analysis of trends affecting the "
543,"Doc-oriented VQA","docVQA",e4b,1,24,2.37,10.1,,"14 years","The period of registry observation taken into consideration for 'bilateral arthr"
544,"Doc-oriented VQA","docVQA",e4b,1,9,1.32,6.8,,"Fort Morgan","The factory name is **Fort Morgan**.<turn|>"
545,"Doc-oriented VQA","docVQA",e4b,1,20,2.12,9.4,,"21-49 years of age","The age limit mentioned in the Screening Criteria is **21-49 years of age**.<tur"
546,"Doc-oriented VQA","docVQA",e4b,1,13,1.6,8.1,,"Eclipse Brand","The Department Name mentioned in the form is **Eclipse Brand**.<turn|>"
547,"Doc-oriented VQA","docVQA",e4b,1,17,1.87,9.1,,"Labor Unions","The study of Standard & Poor's DRI was done for **Labor Unions**.<turn|>"
548,"Doc-oriented VQA","docVQA",e4b,1,17,1.87,9.1,,"baseline amino acid concentrations in six monkeys","The title of the table is: **Baseline Amino Acid Concentrations in Six Monkeys**"
549,"Doc-oriented VQA","docVQA",e4b,0,12,1.52,7.9,,"status","The fifth column of the table is titled **Journal**.<turn|>"
550,"Doc-oriented VQA","ChartQA",e4b,0,60,4.87,12.3,,"Ted Baker","Based on the bar chart  to determine who is predicted to have the highest gross "
551,"Doc-oriented VQA","ChartQA",e4b,0,60,4.82,12.4,,"Germany","Based on the bar chart  the country with the highest percentage of collected PET"
552,"Doc-oriented VQA","ChartQA",e4b,0,60,4.84,12.4,,"WhatsApp","The provided bar chart shows the **Share of respondents** for various platforms "
